From Date,To Date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,BP,SR,TOT-RF,RF,Temp
18-02-2023 00:00,19-02-2023 00:00,129.82,256.7,112.32,92.01,134.54,53.42,14.4,1.33,42.83,0.33,4.66,,,,0.58,223.15,25.81,71.89,738.42,110.53,,None,29.06
19-02-2023 00:00,20-02-2023 00:00,127.05,232.98,109.08,61.16,107.74,54.11,13.6,1.13,34.48,0.29,2.91,,,,0.66,221.86,25.92,73.15,738.39,110.84,,1,28.95
20-02-2023 00:00,21-02-2023 00:00,135.89,253,98.08,41.35,85.78,57.61,10.97,1.04,39.28,0.3,2.39,,,,0.82,244.25,27.05,67.52,738.39,119.52,,None,29.07
21-02-2023 00:00,22-02-2023 00:00,90.5,207.76,95.52,24.3,70.54,54.42,15.26,0.86,52.74,0.21,2.61,,,,1.31,202.17,27.76,70.53,738.38,120.62,,None,28.94
22-02-2023 00:00,23-02-2023 00:00,79.05,183.97,87.94,31.1,72.05,53.4,9,0.92,35.87,0.22,3.2,,,,1,202.98,26.84,68.54,738.39,118.12,,None,29.26
23-02-2023 00:00,24-02-2023 00:00,53.23,172.42,90.07,15.75,60.72,49.09,9.77,0.65,40.2,0.15,2.82,,,,2.39,176.77,26.89,58.81,738.41,137.41,,None,29.13
24-02-2023 00:00,25-02-2023 00:00,52.16,171.49,107.87,16.88,70.47,41.92,20.4,0.94,53.5,0.14,3.18,,,,1.77,177.68,27.07,56.68,738.5,122.27,,None,29.22
25-02-2023 00:00,26-02-2023 00:00,80.71,209.18,112.83,32.3,86.27,43.28,30.51,0.98,43.55,0.18,3.4,,,,1.08,205.26,26.94,63.21,738.64,121.82,,None,29.15
26-02-2023 00:00,27-02-2023 00:00,103.3,218.78,114.33,45.42,97.74,43.41,24.97,1.12,41.37,0.22,3.45,,,,0.65,219.06,26.79,67.08,738.94,110.95,,None,29.02
27-02-2023 00:00,28-02-2023 00:00,87.88,208.6,104.75,49.3,95.8,45.33,18.12,0.99,34.81,0.22,2.46,,,,0.84,200.95,27.46,65.59,738.95,114.28,,None,29.64
28-02-2023 00:00,01-03-2023 00:00,64.36,188.75,100.96,59.69,102.22,44.72,19.3,1.25,42.05,0.22,3.85,,,,0.86,193.03,27.15,64.8,738.94,111.27,,None,28.84
01-03-2023 00:00,02-03-2023 00:00,45.14,163.83,96.97,49.92,91.97,44,13.34,1.09,23.24,0.16,2.39,,,,1.01,212.01,27.16,58.08,739.06,86.93,,2,29.09
02-03-2023 00:00,03-03-2023 00:00,57.17,167.71,91.91,31.03,74.12,46.36,16.82,0.7,32.77,0.19,3,,,,1.31,187.37,27.9,59.6,739.03,120.65,,None,29.01
03-03-2023 00:00,04-03-2023 00:00,33.65,112.68,82.53,12.33,53.93,48.7,14.1,0.6,41.47,0.13,2.31,,,,2.18,185.15,28.51,57.84,739.32,132.67,,None,29.38
04-03-2023 00:00,05-03-2023 00:00,30.4,128.15,76.25,9.79,48.52,47.67,29.58,0.76,43.96,0.13,1.67,,,,2.5,186.8,27.51,58.61,739.32,115.18,,None,29.56
